	Song	Genre	Spotify_ID
2390	Saturday's Children - You Don't Know Better	british invasion	5kKQ7kMJuWni54dgwKkMWM
2391	Sounds Unlimited - You're Gonna Lose That Girl	british invasion	5evTPgBqS8fD1S0xw0VVjm
2392	Stalk-Forrest Group - Bonomo's Turkish Taffy	british invasion	0E38Wr1lh1Iu58BQiu7CBv
2393	Status Quo - When My Mind Is Not Live (Stereo)	british invasion	667KNg1tBb2fJ10tMNnrMu
2394	Steve Miller Band - Jet Airliner	british invasion	2zI3bUYn2pcF27of6i2oqK
2395	The 49th Parallel - Citizen Freak	british invasion	
2396	The 49th Parallel - Close The Barn Door	british invasion	5nYMndD4OoFdZNyJHPWyYd
2397	The Allman Brothers Band - Can't Take It With You	british invasion	6qi3DCWx6nVSVgSNkDnCoa
2398	The American Analog Set - Two Way Diamond I	british invasion	6heDzuktyPD1y8I1DHIoON
2399	The Animals - Baby Let Me Take You Home	british invasion	47qzx5WwQpMI2ItFqLeIkP
2400	The Animals - Don't Bring Me Down	british invasion	15ZTgm66bORwVxRQySgMkN
2401	The Association - Windy	british invasion	1lHiKWnlJtjzA4vHnjAr39
2402	The Attack (60s) - Roll On	british invasion	
2403	The Beach Boys - Catch A Wave	british invasion	5FsvgLaYW9B6rHSD35GWus
2404	The Beach Boys - Shut Down	british invasion	2moq838vdmPDMR72OOhLCT
2405	The Beatles - I Feel Fine	british invasion	5hhF25sWnZvXhimOHLjTRE
2406	The Beatles - Maxwell's Silver Hammer	british invasion	2S8xyNRJX1XQdo3qnTuovI
2407	The Beatles - When I Get Home	british invasion	4oLQ0imA5IDtNUnhFKY87q
2408	The Beatles - Within You Without You	british invasion	3Umg8CDhO8dOSj7yBTInYb
2409	The Chocolate Watchband - In The Midnight Hour	british invasion	1yJy6YF6rCqwsqLlpqFm8f
2410	The Haunted - 1-2-5	british invasion	2LRTO8hWjLOgl7IWuc921y
2411	The Kinks - Everybody's Gonna Be Happy	british invasion	7lkh7mFkxmzFiHw16i1pbE
2412	The Kinks - Til The End Of The Day	british invasion	014NOunS25K1LbcM6DlQ5I
2413	The Rolling Stones - Complicated	british invasion	734x5ht4Zj14BnGhynfXL4
2414	The Rolling Stones - Get Off Of My Cloud	british invasion	263Iuyk08ks1v6FIudUIGD
2415	The Rolling Stones - Shake Your Hips	british invasion	3u28KPrRmJiNC39Fm3tZVe
2416	The Rolling Stones - Street Fighting Man	british invasion	7EXgO1bRnEArE58rtrgMWB
2417	The Soul Survivors - Hey Gyp	british invasion	24G87kCTehBkcrO0ZEwJ76
2418	The Spencer Davis Group - I'm A Man	british invasion	1oXq63OUf43LDnNPVtfvX8
2419	The Spencer Davis Group - Keep On Running	british invasion	0XXzChE5NEs2BHosMxeIe3
2420	The Standells - Dirty Water	british invasion	3NINDFPIYnyT26cWWRomOQ
2421	The Standells - Standells-Someday I'll Cry	british invasion	
2422	The Trashmen - Money	british invasion	6E1h9oFLTHbe0v3QONh8cX
2423	The Warlocks - Gypsy Nightmare	british invasion	0sctNM4EQz06GQToKSEW7L
2424	The Who - I Can't Explain	british invasion	4B3gkbr7aGC2sujjgivK0s
2425	Van Morrison - Gloria (Performed By Them)	british invasion	
2426	Van Morrison - Midnight Special	british invasion	3gYTkCLPutGr4qF8PMqipB
2427	Van Morrison - Tupelo Honey	british invasion	5G4W4UzaJIpYl0ar95Cs17
2428	ZZ Top - La Grange	british invasion	70YvYr2hGlS01bKRIho1HM
2429	James Taylor - Shower The People	bubblegum oldies	1Pwcxq35Hl2kqwUVd5XCRg
2430	The Beatles - If I Fell	bubblegum oldies	1hgvykolO4kBIEozATmpyj
2431	Petula Clark - Downtown	bubblegum oldies	0ZQ6ckgerHYM5mOUxTl99Q
2432	1910 Fruitgum Company - 1, 2, 3, Red Light	bubblegum oldies	70Fh5TuuER28hcq407Xxqc
2433	Bob Seger - Still The Same	bubblegum oldies	1Ryxsiacu8pUXIMCVnIQ8J
2434	Bobby Goldsboro - Honey	bubblegum oldies	2Qhvi6R73Zj3cpzRYzcAww
2435	Bread - Make It With You	bubblegum oldies	7wWw7hBmErNg9u5w6Xx0vy
2436	Cher - Gypsys, Tramps & Thieves	bubblegum oldies	1rgiMKjZL1Xjmt6vY9SAI5
2437	Extreme - More Than Words	bubblegum oldies	1gVgkQFOKa8Wc1HYsJtPdH
2438	Gary Lewis & The Playboys - Count Me In	bubblegum oldies	6AxrqcdIE5lSjXxKUyBAU0
2439	Gary Lewis & The Playboys - Travelin' Man	bubblegum oldies	6nQ8r2shzJXyZbAQ2reNok
2440	Gary Puckett & The Union Gap - Over You	bubblegum oldies	4XYHEuDwsKuxSpiIylcMnB
2441	Gerry & The Pacemakers - See You In September	bubblegum oldies	4oPhHSxjKYyKTOakjLrwEa
2442	Glen Campbell - All I Have To Do Is Dream	bubblegum oldies	3FUGhktHS6iEAReiDwXuqm
2443	Guess Who - Laughing	bubblegum oldies	3LMXAUFA6PWe0iHyHfMKRL
2444	Herman's Hermits - I'm Henry The VIII I Am	bubblegum oldies	4HbzefakOqCIkwActU5b3N
2445	Herman's Hermits - I'm Into Something Good	bubblegum oldies	3z6m2FukK7Vd5xYrjOLDLR
2446	Herman's Hermits - Listen People	bubblegum oldies	4S0W8LNfBur0HguAqspGXf
2447	Herman's Hermits - There's A Kind Of Hush	bubblegum oldies	3QzPRTZ6hocM2nTZYkdIq7
2448	Jim Croce - I Got A Name	bubblegum oldies	38llcrfX1arUqrEe0DRRzW
2449	Lobo - I'd Love You To Want Me	bubblegum oldies	71CXzHYYOyNqgtVFpNdeCS
2450	Los Checkmates - I Think We're Alone Now	bubblegum oldies	
2451	Neil Diamond - Shilo	bubblegum oldies	3J0tOqhh6tQJJty0diKeW2
2452	P.F. Sloan - You Baby	bubblegum oldies	
2453	R. Dean Taylor - Indiana Wants Me	bubblegum oldies	1zgV5ZYh7uYJXbK7yjuyj8
2454	Ringo Starr - It Don't Come Easy	bubblegum oldies	4RFqi5JQduiSlRZCVlUDGH
2455	Ringo Starr - Photograph	bubblegum oldies	1hwN2eAwsXgktvw9Qe8TrP
2456	The Archies - Bang-Shang-A-Lang	bubblegum oldies	3aGSPIajblPEakmYivNbSt
2457	The Archies - Sugar Sugar	bubblegum oldies	3iSws76HjaU7k49EqJVTfF
2458	The Association - Never My Love	bubblegum oldies	32ssNweOtmacNBEC2kHzA8
2459	The Beach Boys - Do It Again	bubblegum oldies	0vhCcrN8ULryq1KuEEYlm2
2460	The Beatles - A Day In The Life (Love Version)	bubblegum oldies	
2461	The Beatles - Day Tripper	bubblegum oldies	29b2b96jozyD9GPCkOrVLs
2462	The Beatles - Got To Get You Into My Life	bubblegum oldies	3tGhRLgcCP6SIZU3tbGl7l
2463	The Beatles - I'll Follow The Sun	bubblegum oldies	45WX2cfbL8bCIqv3rOq1G3
2464	The Beatles - Michelle	bubblegum oldies	5By7Pzgl6TMuVJG168VWzS
2465	The Beatles - Things We Said Today	bubblegum oldies	0voUr8lubIafUVJlauJxYF
2466	The Bee Gees - How Can You Mend A Broken Heart	bubblegum oldies	1jy0RbDHyBMTupSdc98XbG
2467	The Bee Gees - Massachusetts	bubblegum oldies	3o7k5Mcdi0PFAXICTqjxra
2468	The Bee Gees - Run To Me	bubblegum oldies	4zK1pYVKMB13es6Bim0muF
2469	The Doobie Brothers - Listen To The Music	bubblegum oldies	7Ar4G7Ci11gpt6sfH9Cgz5
2470	The Eagles - New Kid In Town	bubblegum oldies	6Zyz8lsnMFpIrCTuvGurCB
2471	The Fortunes - You've Got Your Troubles	bubblegum oldies	4g2B1iGsws8hpI5c2Rx7Ko
2472	The Hondells - Little Honda	bubblegum oldies	1cGSH1k0A1WtCzpvdW5zuN
2473	The Monkees - I'm A Believer (Mono)	bubblegum oldies	
2474	The Monkees - Look Out (Here Comes Tomorrow)	bubblegum oldies	68tmmZ7KAeiaUIvVVOOeaH
2475	The Monkees - The Monkees	bubblegum oldies	1vO6HIxVjwj25N1r2KCSEF
2476	The Monkees - Tomorrow's Gonna Be Another Day	bubblegum oldies	4pkGDZv8kboqU3lsNEwtfh
2477	The Partridge Family - I Woke Up In Love This Morning	bubblegum oldies	4NfNr2aOxfZkkDHue5gjKf
2478	The Royal Guardsmen - Snoopy Vs. The Red Baron	bubblegum oldies	6qF3qHvzEmh7bkdBatxQuS
2479	The Shangri-Las - Leader Of The Pack	bubblegum oldies	6wzLLGFlWQ5jqTL13MU069
2480	The Spencer Davis Group - Gimme Some Lovin'	bubblegum oldies	3qCHUm73I3o5F1mDEfibzo
2481	The Turtles - Let Me Be	bubblegum oldies	2RPCzaGjubftL5XB9nmAJ4
2482	The Zombies - Tell Her No	bubblegum oldies	5FNRngWeBEpR8BiGLlNm2l
2483	Three Dog Night - Mama Told Me (Not To Come)	bubblegum oldies	1CAO7hiNOxJRPW4nFv2aRO
2484	Tommy James & The Shondells - Draggin' The Line (2000)	bubblegum oldies	
2485	Tommy James & The Shondells - I Think We're Alone Now (2000)	bubblegum oldies	
2486	Tommy James & The Shondells - Mony Mony (2000)	bubblegum oldies	
2487	Tommy Roe - Dizzy	bubblegum oldies	5LvIl1VHaqtCJJXwrB8QR9
2488	Tony Orlando & Dawn - Knock Three Times	bubblegum oldies	5eieTS268veCXyZoLoy7eP
2489	Vanity Fare - Hitchin' A Ride	bubblegum oldies	1d3nxjsN3bBl4bP2UPuVl8
2490	Forro In The Dark - Riacho Do Navio	bumbershoot radio	56BBHdJih5fpybHFDP590L
2491	Joe Bonamassa - Blues Deluxe	bumbershoot radio	2O7OjNCjqflzWOTVg9UlEm
2492	Man Man - Gold Teeth	bumbershoot radio	2CQA8oilR7hDsd1qrCzstH
2493	Neko Case - At Last	bumbershoot radio	3XLAWhafcZk4GUEZQ1DhxV
2494	Neko Case - I Missed The Point	bumbershoot radio	7tmexlsIuH880r15OBmoFE
2495	Xavier Rudd - Messages	bumbershoot radio	2hXgZdNNnIOOfXmWDzF05n
2496	!!! (Chk Chk Chk) - All My Heroes Are Wierdos	bumbershoot radio	
2497	!!! (Chk Chk Chk) - Me And Giuliani Down By The School Yard (A True Story)	bumbershoot radio	
2498	Amy Rigby - That's The Time	bumbershoot radio	6cIlL4FpSXg1CQmNLeNUqJ
2499	Amy Rigby - Why Do I	bumbershoot radio	0VkWwvB3YOhP2qZEgg8Vdf
2500	Anti-Flag - A New Kind Of Army	bumbershoot radio	0ZpIkt4KFc38LzuiHwFkX2
2501	Asylum Street Spankers - D.R.I.N.K.	bumbershoot radio	7qSTieoOQbwx0ViYir4id9
2502	Asylum Street Spankers - Got My Mojo Workin'	bumbershoot radio	0y3jqubSvpNCI8Lbn6FdkQ
2503	Band Of Horses - Is There A Ghost	bumbershoot radio	26B0n5dX4S6pEdFMkfdNZo
2504	Band Of Horses - No One's Gonna Love You	bumbershoot radio	0b1Vajse5stBtGv8WOtvm1
2505	Band Of Horses - Our Swords	bumbershoot radio	2Xi6MMqFlb4aAdO1JpNO7K
2506	Beck - E-Pro	bumbershoot radio	01MBhRpvFkbeRwAp7gcF2W
2507	Beck - Elevator Music	bumbershoot radio	41hCgPLiDqXwLG5MN3kGBz
2508	Bedouin Soundclash - Gyasi Went Home	bumbershoot radio	0EcICYllVT3ToydwAkK7Hy
2509	Bedouin Soundclash - Immigrant Workforce	bumbershoot radio	3W5USRQUxV87oxVWBVcICK
2510	Blitzen Trapper - Moving Minors Over Country Lines	bumbershoot radio	
2511	Brother Ali - Forest Whitiker	bumbershoot radio	5PN0z8n30Cunx3hgXmC89s
2512	Brother Ali - Uncle Sam Goddamn	bumbershoot radio	0CKNXsx49Xn75g8Xw5n21h
2513	Dale Watson - Yellow Mama	bumbershoot radio	4IWj4XJRxVXr8oCCgKkNb4
2514	Dan Deacon - Trippy Green Skull	bumbershoot radio	2hHyafEaEjZKKjvXgKxvbF
2515	Dan Deacon - Wooody Woodpecker	bumbershoot radio	
2516	Del Tha Funkee Homosapien - Burnt (feat. The Hyrogliphics)	bumbershoot radio	30LGMhbzgN7poYNYvfTEsi
2517	Del Tha Funkee Homosapien - If You Must	bumbershoot radio	5eV0XIpuWFS8H7OYDDxA4E
2518	Del Tha Funkee Homosapien - Phoney Phranchise	bumbershoot radio	7sxkwqRViludx6WuqQNDBd
2519	Estelle - All Over Again	bumbershoot radio	
2520	Final Fantasy - He Poos Clouds	bumbershoot radio	
2521	Final Fantasy - Hey Dad	bumbershoot radio	
2522	Final Fantasy - Many Lives -> 49 Mp	bumbershoot radio	
2523	Ian Moore - Please God	bumbershoot radio	1poZWNyK07o5qEjnpmXtuR
2524	Ian Moore - Satisfied	bumbershoot radio	0YsfHUuapwsA0o9VzykTYS
2525	Joe Bonamassa - Black Night	bumbershoot radio	06XZfZKb8rBEPk0zk2VLYJ
2526	Joe Bonamassa - Wild About You Baby	bumbershoot radio	0Kvl8dWCyOWS2uDpuFdXoe
2527	John Vanderslice - Angela	bumbershoot radio	4VqC75VZ7IsiV6voBcXqdE
2528	John Vanderslice - Kookaburra	bumbershoot radio	7kC3VUoiI5NuR87yybPAsH
2529	John Vanderslice - The Parade	bumbershoot radio	0c4OdSfnWTLXL60YxmFngd
2530	Kid Sister - Switch Board	bumbershoot radio	75c50PJymkmA64wc0tEqQe
2531	Lee Scratch Perry - Crab Yars	bumbershoot radio	5YEWjZazqHaSPAN2YsHBeC
2532	Lee Scratch Perry - Sun Is Shining	bumbershoot radio	7n9q8wOcbrN3RQfpWOKSXD
2533	Lucinda Williams - Out Of Touch	bumbershoot radio	63qyQDoB56i1fk7o9qKAeG
2534	Lucinda Williams - Still I Long For Your Kiss	bumbershoot radio	6Q4dNMvfoe4c6sZ3mhPto7
2535	M. Ward - Eyes On The Prize	bumbershoot radio	7aQqppz1zIQlAu7bn44DoQ
2536	M. Ward - Lullaby + Exile	bumbershoot radio	51BBeWb85XKvlMCWElhpbZ
2537	Man Man - Banana Ghost	bumbershoot radio	7ex2RXdwYVbMTKDdCKAeWJ
2538	Man Man - Black Mission Goggles	bumbershoot radio	1JyqwEC3qZZcKgzUW040qd
2539	Man Man - Ice Dogs	bumbershoot radio	6OswjuNFk2Jxt8xm3vkjv8
2540	Mike Doughty - Sunken-Eyed Girl	bumbershoot radio	1XkmzueEf1sSMgTjBB2ltq
2541	Ryan Bingham - Hard Times	bumbershoot radio	5Sa6LogcdRKBmxuPu1G8XE
2542	Ryan Bingham - Sunshine	bumbershoot radio	41J9mkbAwGq9LAJdeJuyc3
2543	Saul Williams - Penny For A Thought	bumbershoot radio	2QXZKwM6mkS0ygM3aPBTIm
2544	Saul Williams - Talk to Strangers	bumbershoot radio	5yRE6qS9GNIlA9v9DBkImR
2545	Scary Kids Scaring Kids - Drowning You In Fear	bumbershoot radio	1acE17IIDwVOwHZtC5Qqec
2546	Scary Kids Scaring Kids - My Darkest Hour	bumbershoot radio	2MAiEgEDX0ls7L4a4qFVrt
2547	Scary Kids Scaring Kids - The World As We Know It	bumbershoot radio	0LsiKy0HDqUwU8o22Rcx7J
2548	Sons And Daughters - Johnny Cash	bumbershoot radio	0rnDipuYMywK9LprYZgr66
2549	Stone Temple Pilots - Big Empty	bumbershoot radio	2E6elGQS3KaKR7QdfzQXdP
2550	Stone Temple Pilots - Interstate Love Song	bumbershoot radio	6qLEOZvf5gI7kWE63JE7p3
2551	Stone Temple Pilots - Vasoline	bumbershoot radio	4fjsOdrWMaKf70x21h5XbX
2552	The Black Keys - Elevator	bumbershoot radio	1vpiCWAl7ln9j4K3xrHOeq
2553	The Fall Of Troy - Act One, Scene One	bumbershoot radio	3oCJm7MMb8m7L3E2un7g4K
2554	The Fall Of Troy - F.C.P.R.E.M.I.X.	bumbershoot radio	4OsLDuaH0bWR6xM6nj66F8
2555	The Fall Of Troy - Mouths Like Sidewinder Missiles	bumbershoot radio	03fFeUmwAa0GWHfLaqFWkD
2556	The Fall Of Troy - Whacko Jacko Steals The Elephant Man's Bones	bumbershoot radio	76R141qhv47NSO8kxjrhGP
2557	The Fall Of Troy - You Got A Deathwish, Johnny Truant?	bumbershoot radio	
2558	Tim Finn - Dead Flowers	bumbershoot radio	48FcJ33osxix93xyF9Sjff
2559	Tim Finn - Midnight Coma	bumbershoot radio	0DEpBZvpV2k3r9Ms19K3vd
2560	Wreckless Eric - Excuse Me	bumbershoot radio	
2561	Wreckless Eric - Whole Wide World	bumbershoot radio	4AHU8QRdwCUWxPC53cw4Hh
2562	Xavier Rudd - Shelter	bumbershoot radio	3pqMH58LFxNYRcmv7gdC1A
2563	Xavier Rudd - White Moth	bumbershoot radio	47y0vRh6HwfnavK4Ocac6i
2564	Bach, Johann Sebastian - Brandenburg Concerto No. 1 in F major, BWV 1046	chamber, baroque period	2Snb4SvKvC62yLDi8HsGgH
2565	Bach, Johann Sebastian - Brandenburg Concerto No. 5 in D major, BWV 1050	chamber, baroque period	4GtHlF1xCb105xFECtLFnI
2566	Bach, Johann Sebastian - Concerto for harpsichord, strings & continuo No. 3 in D major, BWV 1054	chamber, baroque period	5nXN6lgITqjyZ5m21l0Xm1
2567	Bach, Johann Sebastian - Concerto for oboe (or violin), strings & continuo in G minor (reconstruction), BWV 1056R	chamber, baroque period	
2568	Bach, Johann Sebastian - Orchestral Suite No. 1 in C major, BWV 1066	chamber, baroque period	2WYeIFonerFczDcHSaDYsy
2569	Bach, Johann Sebastian - Sonata for flute & continuo in E major, BWV 1035	chamber, baroque period	3sHhedebUp7Bqb29Hch4aW
2570	Bach, Johann Sebastian - Sonata for violin & continuo in G major, BWV 1021	chamber, baroque period	2X2WSkMkaonVBo0tvquItS
2571	Bach, Johann Sebastian - Sonata for violin & keyboard No. 1 in B minor, BWV 1014	chamber, baroque period	7joy79Ov523zkjqiM6cFay
2572	Biber, Heinrich Ignaz Franz von - Sonata For Violin & Continuo No. 3 In F Major (Sonatae Violino Solo No. 3), C. 140	chamber, baroque period	
2573	Biber, Heinrich Ignaz Franz von - Sonata For Violin & Continuo No. 7 In G Minor (Sonatae Violino Solo No. 7), C. 144	chamber, baroque period	
2574	Boyce, William - Trio Sonata No. 4 In G Minor	chamber, baroque period	4OhLz88ye94HX23sVlPZQ8
2575	Boyce, William - Trio Sonata No. 6 In B Flat Major	chamber, baroque period	6Jfnsh1B7wfEI1VlCHKhhd
2576	Boyce, William - Trio Sonata No. 9 In C Major	chamber, baroque period	3qUXaFuolf686e4QinMAkv
2577	Buxtehude, Dietrich - Sonata for 2 violins, viola da gamba & harpsichord in G major, Op. 1?2, BuxWV 253	chamber, baroque period	
2578	Buxtehude, Dietrich - Sonata for 2 violins, viola da gamba & harpsichord, in E minor, Op. 1?7, BuxWV 258	chamber, baroque period	
2579	Corelli, Arcangelo - Concerto Grosso In B Flat Major, Op. 6?5	chamber, baroque period	5WbqY5FbER2vlH9C1okvJJ
2580	Corelli, Arcangelo - Concerto Grosso In D Major, Op. 6?1	chamber, baroque period	5qIJY4wZYWpZ5CqaipMVUb
2581	Corelli, Arcangelo - Concerto Grosso In F Major, Op. 6?2	chamber, baroque period	28dnDJvg81dIkfYDVVZwOS
2582	Corelli, Arcangelo - Sonata For Violin & Continuo In F Major, Op. 5?4	chamber, baroque period	
2583	Couperin, Francois - L'Espagnole (La Visionnaire), For 2 Violins & Continuo (Les Nations)	chamber, baroque period	
2584	Fasch, Johann Friedrich - Concerto For 2 Trumpets, 2 Horns, 2 Oboes, Bassoon, Strings & Continuo In D	chamber, baroque period	
2585	Fasch, Johann Friedrich - Sinfonia For Orchestra In G	chamber, baroque period	
2586	Geminiani, Francesco - Concerto Grosso In C Major, Op. 7 , No. 3	chamber, baroque period	4kw4QmVziOQam11iF6Zljs
2587	Geminiani, Francesco - Concerto Grosso In D Minor, Op. 7 , No. 4	chamber, baroque period	2rPlAE8xwu3RjN1YEblpXs
2588	"Geminiani, Francesco - Trio Sonata For Violin, Violone (or 2 Violins) & Continuo No. 9 (aka ""No. 3"") In F Major, Op. 1?9"	chamber, baroque period	
2589	Handel, George Frideric - Concerto Grosso In D Minor, Op.6?10, Hwv 328	chamber, baroque period	6DjLPJ4pxk3DL2DK17NGnQ
2590	Handel, George Frideric - Concerto Grosso In F Major, Op.6?9, Hwv 327	chamber, baroque period	57WHzHxedmKcWw7Jak6Sxu
2591	Handel, George Frideric - Concerto Grosso in F major, Op.6?2, HWV 320	chamber, baroque period	1uMQRLGerpMBq0nVQUAMIc
2592	Handel, George Frideric - Trio sonata for 2 violins & continuo in E minor, Op. 5?3, HWV 398	chamber, baroque period	
2593	Handel, George Frideric - Violin Sonata in E, Op.1?15, HWV 373 (doubtful)	chamber, baroque period	
2594	Handel, George Frideric - Water Music Suite No.1 For Orchestra In F Major, Hwv 348	chamber, baroque period	3SadIubKZon08HntcpgeMK
2595	Hertel, Johann Wilhelm - Trumpet Concerto In D	chamber, baroque period	4fczrLVANnrx1LHhWWQwOs
2596	Hofmann, Leopold - Sinfonia In C Major, Badley C8	chamber, baroque period	0LlWczs4A359MCARgltmlo
2597	Lawes, William - Consort Sett A 5 In A Minor (No. 2)	chamber, baroque period	
2598	Locatelli, Pietro Antonio - Concerto Grosso In C Major, Op. 1?10	chamber, baroque period	18hktnA8r7YV1hV4TFTBBx
2599	Locatelli, Pietro Antonio - Sonata For Flute & Continuo In C Major, Op. 2?1	chamber, baroque period	
2600	Locatelli, Pietro Antonio - Sonatas (6) For 2 Violins (or Flutes) & Continuo, Op. 5	chamber, baroque period	
2601	"Mealli, Giovanni - Sonata For Violin & Continuo, Op. 3?6 (""La Sabbatina"")"	chamber, baroque period	
2602	Monn, Georg Matthias - Concerto For Harpsichord, Strings & Continuo In D Major	chamber, baroque period	
2603	Mozart, Wolfgang Amadeus - Church sonata No. 1 for 2 violins, bass & organ in E flat major, K. 67 (K. 41h)	chamber, baroque period	
2604	Mozart, Wolfgang Amadeus - Minuets (20) For Orchestra, Kv.103 (K. 61d)	chamber, baroque period	
2605	"Mozart, Wolfgang Amadeus - Piano Sonata No. 15 In C Major (""Sonata Semplice"") K. 545"	chamber, baroque period	2E43dNe08A6b5ELvlsNEIJ
2606	Mozart, Wolfgang Amadeus - Sonata For Violin & Piano No. 3 In B Flat Major, K. 8	chamber, baroque period	6drj33x3GIkhfNCW4yp3UX
2607	"Muffat, Georg - Concerto Grosso No. 2 In A Major (""Cor Vigilans"") (from Ausserlesene Instrumental-Music)"	chamber, baroque period	
2608	Soler, Antonio - Quintet For Organ & Strings No. 2 In F Major	chamber, baroque period	
2609	"Tartini, Giuseppe - Sonata For Violin & Continuo In G Minor, B. G5 (""The Devil's Trill"")"	chamber, baroque period	
2610	Telemann, Georg Philipp - Concerto For 2 Horns, Strings & Continuo In E Flat Major (Tafelmusik Iii?3), Twv 54?es1	chamber, baroque period	4rFBJL7Zmi6boeb9LihryT
2611	Telemann, Georg Philipp - Concerto For 3 Violins, Strings & Continuo In F Major (Tafelmusik Book 2?3), Twv 53?f1	chamber, baroque period	
2612	Telemann, Georg Philipp - Concerto For Oboe D'amore, Strings & Continuo In E Minor, TWV 51?e2	chamber, baroque period	
2613	Telemann, Georg Philipp - Concerto For Recorder, Strings & Continuo In C Major, TWV 51?C1	chamber, baroque period	0os6l2N6qC4W6FvtiFWNQT
2614	Telemann, Georg Philipp - Concerto for violin, strings & continuo in C major, TWV 51?C2	chamber, baroque period	
2615	Telemann, Georg Philipp - Concerto for violin, strings & continuo in E minor, TWV 51?e3	chamber, baroque period	
2616	Telemann, Georg Philipp - Overture, Suite For 2 Trumpets, Strings & Continuo In D Major, TWV 55?D17	chamber, baroque period	
2617	Telemann, Georg Philipp - Overture, Suite For 3 Oboes, Bassoon, Strings & Continuo In D Minor, TWV 55?d3	chamber, baroque period	
2618	Telemann, Georg Philipp - Overture, Suite For Trumpet, Strings & Continuo In D Major, TWV 55?D8	chamber, baroque period	
2619	Telemann, Georg Philipp - Quartet For Flute, Violin, Viola Da Gamba (or Cello) & Continuo No. 1 In A Major (Paris Quartets No. 3), TWV 43?A1	chamber, baroque period	
2620	Telemann, Georg Philipp - Solo, for violin & continuo in A major (Tafelmusik II?5), TWV41?A4	chamber, baroque period	
2621	Telemann, Georg Philipp - Sonata For 2 Flutes (or 2 Violins) No. 1 In G Major (Sonates Sans Basse No. 1), TWV40?101	chamber, baroque period	
2622	Telemann, Georg Philipp - Sonata For 2 Flutes (or 2 Violins) No. 5 In B Minor (Sonates Sans Basse No. 5), TWV40?105	chamber, baroque period	
2623	Telemann, Georg Philipp - Sonata For 2 Flutes (or 2 Violins) No. 6 In E Major (Sonates Sans Basse No. 6), TWV40?106	chamber, baroque period	
2624	Telemann, Georg Philipp - Suite For Flute, Harpsichord (or Violin) & Continuo In B Flat Major (Concerts Et Suites No. 2?8), TWV 42?B2	chamber, baroque period	
2625	Telemann, Georg Philipp - Suite For Flute, Harpsichord (or Violin) & Continuo In G Major (Concerts Et Suites No. 1?7), TWV 42?G4	chamber, baroque period	
2626	Telemann, Georg Philipp - Trio for 2 violins & continuo in E flat major (Tafelmusik I?4), TWV 42?Es1	chamber, baroque period	
2627	Telemann, Georg Philipp - Trumpet Concerto for trumpet, strings & continuo in D major, TWV 51?D7	chamber, baroque period	34IpoWf7SZ0FCgro2vrwqs
2628	Torelli, Giuseppe - Concerto Grosso In A Minor, Op. 8?2	chamber, baroque period	5bohLhnolkts8lZrrz4wae
2629	"Vivaldi, Antonio - ""Spring"" from The Four Seasons, Concerto For Violin, Strings & Continuo In E Major (""La Primavera""), Op.8?1, Rv 269"	chamber, baroque period	
2630	Vivaldi, Antonio - Oboe Concerto, for oboe, strings & continuo in D minor, Op. 8?9, RV 454	chamber, baroque period	
2631	Vivaldi, Antonio - Sinfonia, for strings & continuo in G major, RV 149	chamber, baroque period	3L26kgYgMBXlzMFEdmQ0As
2632	Vivaldi, Antonio - Sonata For Violin & Continuo In D Major, Op. 2?11, Rv 9	chamber, baroque period	
2633	Vivaldi, Antonio - Sonata For Violin & Continuo In F Major, Op. 2?4, Rv 20	chamber, baroque period	
2634	Vivaldi, Antonio - Sonata For Violin & Continuo In G Minor, Op. 2?1, Rv 27	chamber, baroque period	4oy1rFzH9jZW3b48faRmjn
2635	Vivaldi, Antonio - Trio Sonata For 2 Violins & Continuo In A Major, Op. 1?9, RV 75	chamber, baroque period	
2636	Vivaldi, Antonio - Trio Sonata For 2 Violins & Continuo In D Minor, Op. 1?8, RV 64	chamber, baroque period	
2637	Vivaldi, Antonio - Trio Sonata For 2 Violins & Continuo In E Flat Major, Op. 1?7, RV 65	chamber, baroque period	
2638	Vivaldi, Antonio - Trio Sonata For 2 Violins & Continuo In E Major, Op. 1?4, RV 66	chamber, baroque period	
2639	Vivaldi, Antonio - Trio Sonata For 2 Violins & Continuo In F Major, Op. 1?5, RV 69	chamber, baroque period	
2640	"Vivaldi, Antonio - Violin Concerto, for violin, strings & continuo in C major (""Il piacere""; ""Il Cimento"" No. 6), Op. 8?6, RV 180"	chamber, baroque period	
2641	Winter, Peter - Sinfonia Concertante For Violin, Clarinet, Horn, Bassoon & Orchestra In B Flat Major	chamber, baroque period	
2642	Albert King - Born Under A Bad Sign (Live)	chicago blues	03Hxi6eYuiGfoeJCwe7Oqa
2643	Albert King - Can't You See What You're Doing To Me	chicago blues	1RcIMYAzzzcmSRl3TjUK5X
2644	Albert King - Jam In A-Flat	chicago blues	
2645	B.B. King & Eric Clapton - Three O'clock Blues	chicago blues	
2646	Buddy Guy & Otis Rush - This Is The End (Take 3)	chicago blues	
2647	Buddy Guy - Have You Ever Been Lonesome	chicago blues	3WTUEufuoUNwWjmDve0CfY
2648	Buddy Guy - Miss Ida B	chicago blues	0BX4XzYSTD4HBz2BzcQ8Iu
2649	Carey Bell & Tough Luck - Walkin' Thru The Park	chicago blues	
2650	Chicken Shack - Unlucky Boy	chicago blues	5wGPD2NRZ4b5jPwcd6N93P
