,Unnamed: 0,energy,Performer_left,valence,time_signature,instrumentalness,tempo,Song_left,SongID,danceability,speechiness,acousticness,liveness,spotify_track_duration_ms,key,Genre,mode,loudness
790,1970,0.868,The Pointer Sisters,0.7979999999999999,4.0,0.000322,184.348,I'm So Excited,I'm So ExcitedThe Pointer Sisters,0.59,0.048,0.0962,0.442,230640.0,5.0,pop,0.0,-5.832000000000002
791,1974,0.438,Celine Dion,0.28600000000000003,4.0,0.0,87.624,It's All Coming Back To Me Now,It's All Coming Back To Me NowCeline Dion,0.384,0.0361,0.753,0.101,456866.0,0.0,pop,1.0,-9.149
792,1975,0.6890000000000001,Rod Stewart,0.852,4.0,0.000192,111.504,Da Ya Think I'm Sexy?,Da Ya Think I'm Sexy?Rod Stewart,0.715,0.029,0.0143,0.111,331333.0,2.0,pop,0.0,-8.065
793,1976,0.452,Adele,0.21,4.0,1.6800000000000002e-05,79.83,Turning Tables,Turning TablesAdele,0.305,0.0293,0.952,0.129,250133.0,0.0,pop,0.0,-6.077000000000001
794,1987,0.838,The Wanted,0.473,4.0,1.59e-05,126.877,Glad You Came,Glad You CameThe Wanted,0.755,0.0687,0.0643,0.118,198186.0,7.0,pop,0.0,-4.5
795,1988,0.547,Kate Bush,0.197,4.0,0.00314,108.375,Running Up That Hill,Running Up That HillKate Bush,0.629,0.055,0.72,0.0604,298933.0,10.0,pop,0.0,-13.123
796,1990,0.6829999999999999,Katy Perry,0.575,4.0,2.64e-06,159.814,Wide Awake,Wide AwakeKaty Perry,0.514,0.0367,0.0749,0.392,220946.0,5.0,pop,1.0,-5.099
797,1991,0.0744,Sarah McLachlan,0.125,3.0,1.22e-05,117.131,Angel,AngelSarah McLachlan,0.532,0.0355,0.949,0.106,270400.0,1.0,pop,1.0,-16.092
798,1995,0.59,Robert Palmer,0.973,4.0,3.91e-06,111.57,Addicted To Love,Addicted To LoveRobert Palmer,0.7020000000000001,0.0302,0.361,0.0512,363640.0,2.0,pop,1.0,-12.76
799,1996,0.904,P!nk,0.961,4.0,0.0,128.931,Get The Party Started,Get The Party StartedP!nk,0.802,0.0459,0.00108,0.173,192533.0,11.0,pop,0.0,-3.267
800,1997,0.835,Bruno Mars,0.476,4.0,0.0,150.017,It Will Rain,It Will RainBruno Mars,0.5760000000000001,0.0486,0.337,0.08199999999999999,257720.0,2.0,pop,1.0,-6.8260000000000005
801,2002,0.753,Lady Gaga Featuring Colby O'Donis,0.7090000000000001,4.0,1.76e-05,118.982,Just Dance,Just DanceLady Gaga Featuring Colby O'Donis,0.8220000000000001,0.0332,0.0337,0.218,241933.0,1.0,pop,0.0,-4.499
802,2003,0.799,Lukas Graham,0.591,4.0,6.4e-05,83.99600000000002,Mama Said,Mama SaidLukas Graham,0.7120000000000001,0.0703,0.0447,0.37,206902.0,7.0,pop,0.0,-4.564
803,2004,0.825,Meghan Trainor,0.95,4.0,1.03e-06,139.091,Lips Are Movin,Lips Are MovinMeghan Trainor,0.775,0.0464,0.0506,0.111,182666.0,7.0,pop,1.0,-5.402
804,2005,0.417,The Alan Parsons Project,0.522,4.0,0.00098,111.928,Eye In The Sky,Eye In The SkyThe Alan Parsons Project,0.823,0.032,0.562,0.0765,276280.0,2.0,pop,1.0,-12.643
805,2006,0.737,Troye Sivan,0.5920000000000001,4.0,0.0,91.507,Youth,YouthTroye Sivan,0.628,0.041,0.0625,0.0777,185194.0,7.0,pop,1.0,-4.437
806,2015,0.515,Jackson 5,0.331,4.0,1.24e-06,93.212,I'll Be There,I'll Be ThereJackson 5,0.51,0.0253,0.593,0.654,237760.0,5.0,pop,1.0,-7.247000000000001
807,2016,0.774,P!nk,0.253,4.0,0.0,102.052,Just Like A Pill,Just Like A PillP!nk,0.6890000000000001,0.0278,8.85e-05,0.0941,236600.0,9.0,pop,1.0,-4.5280000000000005
808,2018,0.7829999999999999,Taylor Swift,0.443,4.0,1.35e-05,129.964,You Belong With Me,You Belong With MeTaylor Swift,0.687,0.0386,0.162,0.114,231133.0,6.0,pop,1.0,-4.44
809,2022,0.7709999999999999,Kent Jones,0.69,4.0,0.0,158.77700000000004,Don't Mind,Don't MindKent Jones,0.464,0.336,0.0235,0.063,198236.0,8.0,pop,1.0,-4.503
810,2023,0.706,The Black Eyed Peas,0.843,4.0,0.0,94.086,Where Is The Love?,Where Is The Love?The Black Eyed Peas,0.835,0.193,0.104,0.13699999999999998,272533.0,5.0,pop,1.0,-3.219
811,2025,0.72,Fleetwood Mac,0.828,4.0,9.38e-06,118.731,Don't Stop,Don't StopFleetwood Mac,0.672,0.035,0.0373,0.0371,193346.0,9.0,pop,1.0,-7.7810000000000015
812,2026,0.6679999999999999,Kelly Rowland Featuring Lil Wayne,0.271,4.0,0.000104,140.91899999999995,Motivation,MotivationKelly Rowland Featuring Lil Wayne,0.721,0.0505,0.17600000000000002,0.0732,231173.0,9.0,pop,0.0,-5.561
813,2028,0.5720000000000001,Sara Bareilles,0.947,4.0,0.00012,154.03799999999995,I Choose You,I Choose YouSara Bareilles,0.731,0.0445,0.105,0.133,218573.0,6.0,pop,0.0,-7.8889999999999985
814,2029,0.847,Rihanna,0.444,4.0,0.0204,127.963,Where Have You Been,Where Have You BeenRihanna,0.7190000000000001,0.0916,0.00201,0.221,242680.0,0.0,pop,0.0,-6.34
815,2032,0.768,Eddie Money,0.748,4.0,1.41e-06,132.69899999999998,Take Me Home Tonight,Take Me Home TonightEddie Money,0.608,0.0364,0.101,0.0942,211160.0,1.0,pop,1.0,-9.911
816,33,0.816,Harry Styles,0.557,4.0,0.0,95.39,Watermelon Sugar,Watermelon SugarHarry Styles,0.5479999999999999,0.0465,0.122,0.335,174000.0,0.0,rock,1.0,-4.209
817,36,0.7709999999999999,Harry Styles,0.569,4.0,7.000000000000001e-06,99.048,Adore You,Adore YouHarry Styles,0.6759999999999999,0.0483,0.0237,0.102,207133.0,8.0,rock,1.0,-3.675
818,55,0.78,Imagine Dragons,0.6659999999999999,4.0,0.0,124.949,Believer,BelieverImagine Dragons,0.7759999999999999,0.128,0.0622,0.081,204346.0,10.0,rock,0.0,-4.374
819,57,0.267,Harry Styles,0.0592,4.0,1.46e-06,110.011,Falling,FallingHarry Styles,0.5670000000000001,0.0299,0.8390000000000001,0.08900000000000001,240133.0,4.0,rock,1.0,-6.502000000000002
820,92,0.7340000000000001,Jonas Brothers,0.952,4.0,0.0,137.958,Sucker,SuckerJonas Brothers,0.8420000000000001,0.0588,0.0427,0.106,181026.0,1.0,rock,0.0,-5.065
821,94,0.621,Harry Styles,0.27,4.0,0.0045,101.987,Lights Up,Lights UpHarry Styles,0.575,0.032,0.0392,0.141,172213.0,10.0,rock,0.0,-8.165
822,128,0.611,Imagine Dragons,0.22,4.0,0.0,100.0,Natural,NaturalImagine Dragons,0.7040000000000001,0.0409,0.217,0.0812,189466.0,2.0,rock,1.0,-6.112
823,142,0.8540000000000001,5 Seconds Of Summer,0.152,4.0,0.0,120.274,Youngblood,Youngblood5 Seconds Of Summer,0.596,0.463,0.0169,0.124,203417.0,7.0,rock,0.0,-5.114
824,144,0.838,Harry Styles,0.254,4.0,0.000131,139.863,Golden,GoldenHarry Styles,0.448,0.0557,0.21,0.131,208906.0,4.0,rock,0.0,-5.2570000000000014
825,145,0.452,The Police,0.74,4.0,0.00294,117.401,Every Breath You Take,Every Breath You TakeThe Police,0.82,0.0348,0.5429999999999999,0.0714,253920.0,1.0,rock,1.0,-9.796
826,151,0.887,Bon Jovi,0.795,4.0,0.000214,122.511,Livin' On A Prayer,Livin' On A PrayerBon Jovi,0.532,0.0335,0.0778,0.294,249293.0,0.0,rock,1.0,-3.757
827,152,0.532,Arctic Monkeys,0.405,4.0,0.000263,85.03,Do I Wanna Know?,Do I Wanna Know?Arctic Monkeys,0.5479999999999999,0.0323,0.18600000000000005,0.217,272394.0,5.0,rock,1.0,-7.596
828,153,0.7,AC/DC,0.763,4.0,0.00965,188.386,Back In Black,Back In BlackAC/DC,0.31,0.047,0.011,0.0828,255493.0,9.0,rock,1.0,-5.678
829,154,0.913,AC/DC,0.422,4.0,0.00173,115.715,Highway To Hell,Highway To HellAC/DC,0.573,0.132,0.0591,0.156,208400.0,6.0,rock,0.0,-4.793
830,158,0.412,Drake,0.422,4.0,0.013,154.983,Nonstop,NonstopDrake,0.912,0.124,0.0164,0.104,238614.0,7.0,rock,1.0,-8.074
831,159,0.512,Harry Styles,0.411,4.0,0.004529999999999999,95.946,Cherry,CherryHarry Styles,0.53,0.0259,0.615,0.129,259186.0,7.0,rock,1.0,-9.261
832,178,0.373,Toto,0.732,4.0,7.950000000000001e-05,92.717,Africa,AfricaToto,0.6709999999999999,0.0323,0.257,0.0481,295893.0,9.0,rock,1.0,-18.064
833,182,0.853,Linkin Park,0.37,4.0,0.0,105.256,In The End,In The EndLinkin Park,0.542,0.0498,0.0103,0.108,216880.0,3.0,rock,0.0,-6.407
834,184,0.508,Eagles,0.609,4.0,0.0004940000000000001,147.125,Hotel California,Hotel CaliforniaEagles,0.579,0.027000000000000003,0.00574,0.0575,391376.0,2.0,rock,1.0,-9.484
835,190,0.8859999999999999,Train,0.795,4.0,0.0,97.012,"Hey, Soul Sister","Hey, Soul SisterTrain",0.6729999999999999,0.0431,0.185,0.0826,216773.0,1.0,rock,0.0,-4.44
836,197,0.863,Linkin Park,0.243,4.0,0.0,110.018,Numb,NumbLinkin Park,0.496,0.0381,0.0046,0.639,185586.0,9.0,rock,1.0,-4.1530000000000005
837,202,0.43,Radiohead,0.104,4.0,0.00014099999999999998,91.841,Creep,CreepRadiohead,0.515,0.0369,0.0102,0.129,238640.0,7.0,rock,1.0,-9.935
838,203,0.7120000000000001,Shawn Mendes,0.487,4.0,0.0,140.025,In My Blood,In My BloodShawn Mendes,0.622,0.066,0.0573,0.13,211360.0,5.0,rock,1.0,-7.3210000000000015
839,204,0.713,twenty one pilots,0.5660000000000001,4.0,0.0,74.98899999999998,Ride,Ridetwenty one pilots,0.645,0.0393,0.00835,0.113,214506.0,6.0,rock,1.0,-5.355
840,212,0.655,Imagine Dragons,0.556,4.0,0.0,134.945,Whatever It Takes,Whatever It TakesImagine Dragons,0.672,0.0311,0.0362,0.117,201240.0,10.0,rock,0.0,-5.021
841,213,0.521,Harry Styles,0.457,3.0,0.371,140.026,She,SheHarry Styles,0.535,0.0272,0.000532,0.19,362653.0,0.0,rock,1.0,-5.942
842,214,0.605,Lynyrd Skynyrd,0.8859999999999999,4.0,0.000331,97.798,Sweet Home Alabama,Sweet Home AlabamaLynyrd Skynyrd,0.596,0.0255,0.181,0.0863,283800.0,7.0,rock,1.0,-12.145
843,216,0.6609999999999999,Coldplay,0.285,4.0,0.00013000000000000002,173.365,Yellow,YellowColdplay,0.429,0.0281,0.00239,0.234,266773.0,11.0,rock,1.0,-7.227
844,218,0.418,Coldplay,0.123,4.0,0.00195,138.265,Fix You,Fix YouColdplay,0.209,0.0338,0.163,0.113,295533.0,3.0,rock,1.0,-8.74
845,222,0.934,System Of A Down,0.28600000000000003,4.0,0.0015,127.288,Chop Suey,Chop SueySystem Of A Down,0.419,0.12,0.000278,0.132,210240.0,7.0,rock,0.0,-3.908
846,223,0.345,Red Hot Chili Peppers,0.458,4.0,0.000105,84.581,Under The Bridge,Under The BridgeRed Hot Chili Peppers,0.5589999999999999,0.0459,0.0576,0.141,264306.0,4.0,rock,1.0,-13.496
847,234,0.6409999999999999,Guns N' Roses,0.226,4.0,0.22,79.759,November Rain,November RainGuns N' Roses,0.294,0.0291,0.0163,0.112,536066.0,11.0,rock,1.0,-9.316
848,241,0.866,WALK THE MOON,0.619,4.0,0.0,128.03799999999998,Shut Up And Dance,Shut Up And DanceWALK THE MOON,0.578,0.0619,0.00701,0.257,199080.0,1.0,rock,1.0,-3.804
849,247,0.6940000000000001,Bebe Rexha,0.21600000000000005,4.0,0.0,97.005,I'm A Mess,I'm A MessBebe Rexha,0.63,0.0253,0.00281,0.0719,195519.0,11.0,rock,0.0,-6.2570000000000014
850,248,0.8490000000000001,R.E.M.,0.8290000000000001,4.0,0.0,125.613,Losing My Religion,Losing My ReligionR.E.M.,0.6709999999999999,0.0284,0.163,0.0937,268426.0,9.0,rock,0.0,-5.03
851,249,0.767,Red Hot Chili Peppers,0.328,4.0,0.00165,96.483,Californication,CalifornicationRed Hot Chili Peppers,0.5920000000000001,0.027000000000000003,0.0021,0.127,329733.0,9.0,rock,0.0,-2.7880000000000003
852,262,0.522,Elton John,0.36,4.0,1.44e-05,136.637,Rocket Man,Rocket ManElton John,0.602,0.0285,0.386,0.0941,281613.0,10.0,rock,1.0,-9.031
853,267,0.6629999999999999,Creedence Clearwater Revival,0.6629999999999999,4.0,0.00806,132.77,Fortunate Son,Fortunate SonCreedence Clearwater Revival,0.64,0.0374,0.201,0.152,140773.0,0.0,rock,1.0,-7.516
854,270,0.96,Bon Jovi,0.812,4.0,2.25e-06,122.803,You Give Love A Bad Name,You Give Love A Bad NameBon Jovi,0.541,0.0505,0.0663,0.344,222706.0,0.0,rock,0.0,-2.947
855,272,0.338,Electric Light Orchestra,0.477,4.0,3.72e-06,177.78400000000005,Mr. Blue Sky,Mr. Blue SkyElectric Light Orchestra,0.388,0.0328,0.652,0.248,303373.0,10.0,rock,1.0,-10.054
856,275,0.667,Maroon 5,0.51,4.0,0.0,102.002,She Will Be Loved,She Will Be LovedMaroon 5,0.6409999999999999,0.0254,0.249,0.0987,259453.0,0.0,rock,0.0,-5.505
857,280,0.8340000000000001,Bryan Adams,0.774,4.0,0.0,139.131,Summer Of '69,Summer Of '69Bryan Adams,0.508,0.0386,0.0183,0.0732,216053.0,2.0,rock,1.0,-6.205
858,281,0.4320000000000001,U2,0.107,4.0,0.369,110.196,With or Without You,With or Without YouU2,0.5429999999999999,0.0288,0.000207,0.146,295515.0,2.0,rock,1.0,-11.832
859,285,0.938,Red Hot Chili Peppers,0.875,4.0,0.0,91.455,Can't Stop,Can't StopRed Hot Chili Peppers,0.618,0.0456,0.0179,0.16699999999999998,269000.0,9.0,rock,1.0,-3.442
860,286,0.748,Journey,0.514,4.0,0.0,118.852,Don't Stop Believin',Don't Stop Believin'Journey,0.5,0.0363,0.127,0.447,250986.0,4.0,rock,1.0,-9.072
861,290,0.895,Red Hot Chili Peppers,0.625,4.0,1.16e-05,104.458,Snow ((Hey Oh)),Snow ((Hey Oh))Red Hot Chili Peppers,0.4320000000000001,0.0504,0.127,0.141,334666.0,11.0,rock,1.0,-3.682
862,291,0.866,Fall Out Boy,0.551,4.0,0.0,176.014,Centuries,CenturiesFall Out Boy,0.385,0.0697,0.004,0.111,228360.0,4.0,rock,0.0,-2.817
863,293,0.29100000000000004,Plain White T's,0.298,4.0,0.0,103.973,Hey There Delilah,Hey There DelilahPlain White T's,0.657,0.0293,0.872,0.114,232533.0,2.0,rock,1.0,-10.572
864,301,0.8,Tears For Fears,0.569,4.0,0.005529999999999999,112.055,Everybody Wants To Rule The World,Everybody Wants To Rule The WorldTears For Fears,0.638,0.0572,0.3720000000000001,0.113,251488.0,7.0,rock,1.0,-12.077
865,303,0.743,The Fray,0.361,4.0,0.0,122.035,How To Save A Life,How To Save A LifeThe Fray,0.64,0.0379,0.269,0.101,262533.0,10.0,rock,1.0,-4.08
866,312,0.705,Gorillaz,0.772,4.0,0.00233,138.559,Feel Good Inc,Feel Good IncGorillaz,0.818,0.177,0.00836,0.613,222640.0,6.0,rock,1.0,-6.6789999999999985
867,315,0.89,Papa Roach,0.6920000000000001,4.0,0.00082,90.598,Last Resort,Last ResortPapa Roach,0.589,0.0603,0.000481,0.201,199906.0,4.0,rock,0.0,-3.719
868,322,0.795,Red Hot Chili Peppers,0.513,4.0,0.000202,123.229,Otherside,OthersideRed Hot Chili Peppers,0.458,0.0574,0.00316,0.0756,255373.0,0.0,rock,1.0,-3.265
869,326,0.945,Evanescence Featuring Paul McCoy,0.32,4.0,1.85e-06,189.931,Bring Me To Life,Bring Me To LifeEvanescence Featuring Paul McCoy,0.316,0.124,0.00895,0.396,235893.0,4.0,rock,0.0,-3.169
870,330,0.428,Elton John,0.282,4.0,0.000243,145.075,Tiny Dancer,Tiny DancerElton John,0.414,0.0278,0.382,0.14800000000000002,377093.0,0.0,rock,1.0,-11.097
871,336,0.905,Kings Of Leon,0.374,4.0,0.0104,153.398,Sex On Fire,Sex On FireKings Of Leon,0.542,0.054000000000000006,0.00172,0.136,203346.0,9.0,rock,1.0,-5.653
872,338,0.8340000000000001,Ed Sheeran,0.471,4.0,1.14e-05,135.007,Castle On The Hill,Castle On The HillEd Sheeran,0.461,0.0989,0.0232,0.14,261153.0,2.0,rock,1.0,-4.868
873,339,0.403,The Beatles,0.41,4.0,0.0,143.46200000000005,Let It Be,Let It BeThe Beatles,0.443,0.0322,0.631,0.111,243026.0,0.0,rock,1.0,-8.339
874,350,0.861,Smash Mouth,0.78,4.0,0.0,104.034,All Star,All StarSmash Mouth,0.731,0.0323,0.0319,0.0829,200373.0,11.0,rock,1.0,-5.881
875,355,0.889,Elton John,0.8320000000000001,4.0,0.189,177.442,I'm Still Standing,I'm Still StandingElton John,0.527,0.17600000000000002,0.377,0.207,183440.0,6.0,rock,1.0,-6.823
876,361,0.583,Van Morrison,0.907,4.0,0.0,150.572,Brown Eyed Girl,Brown Eyed GirlVan Morrison,0.491,0.0376,0.182,0.407,183306.0,7.0,rock,1.0,-10.964
877,363,0.4920000000000001,Fleetwood Mac,0.789,4.0,0.00428,120.151,Dreams,DreamsFleetwood Mac,0.828,0.0276,0.0644,0.128,257800.0,0.0,rock,1.0,-9.744
878,364,0.897,Blink-182,0.684,4.0,0.0,148.726,All The Small Things,All The Small ThingsBlink-182,0.434,0.0488,0.0103,0.612,167066.0,0.0,rock,1.0,-4.918
879,366,0.833,The Clash,0.816,4.0,0.0,113.375,Should I Stay Or Should I Go,Should I Stay Or Should I GoThe Clash,0.742,0.115,0.079,0.384,188986.0,2.0,rock,1.0,-6.462999999999999
880,372,0.835,Van Halen,0.7959999999999999,4.0,0.000376,129.994,Jump,JumpVan Halen,0.5720000000000001,0.0317,0.171,0.0702,241599.0,0.0,rock,1.0,-6.2189999999999985
881,375,0.433,Aerosmith,0.224,4.0,9.08e-05,160.9,Dream On,Dream OnAerosmith,0.307,0.029,0.388,0.332,266960.0,1.0,rock,1.0,-10.057
882,378,0.8,The Rolling Stones,0.591,4.0,0.0033,158.716,"Paint It, Black","Paint It, BlackThe Rolling Stones",0.469,0.11,0.0601,0.393,202266.0,5.0,rock,0.0,-9.241
883,379,0.764,Nickelback,0.5429999999999999,4.0,0.0,172.09400000000005,How You Remind Me,How You Remind MeNickelback,0.446,0.033,0.00135,0.099,223840.0,10.0,rock,1.0,-5.042
884,380,0.622,Halsey,0.5379999999999999,4.0,0.0,146.11,Nightmare,NightmareHalsey,0.611,0.0734,0.0188,0.359,231998.0,9.0,rock,0.0,-5.075
885,382,0.7759999999999999,Avril Lavigne,0.4270000000000001,4.0,7.74e-06,77.987,Complicated,ComplicatedAvril Lavigne,0.585,0.0459,0.0572,0.3,244506.0,5.0,rock,1.0,-5.898
886,389,0.873,System Of A Down,0.481,3.0,0.0025,116.681,Toxicity,ToxicitySystem Of A Down,0.413,0.0535,0.000264,0.204,218933.0,8.0,rock,1.0,-4.151
887,391,0.917,The Verve,0.518,4.0,0.0,171.176,Bitter Sweet Symphony,Bitter Sweet SymphonyThe Verve,0.35600000000000004,0.0479,0.0335,0.406,357266.0,9.0,rock,1.0,-6.006
888,394,0.179,The Beatles,0.315,4.0,0.0,96.529,Yesterday,YesterdayThe Beatles,0.332,0.0326,0.879,0.0886,125666.0,5.0,rock,1.0,-11.83
889,395,0.682,Boston,0.28800000000000003,4.0,0.00217,108.736,More Than A Feeling,More Than A FeelingBoston,0.377,0.0299,0.0008939999999999998,0.0504,285133.0,7.0,rock,1.0,-8.039
890,396,0.585,Coldplay,0.203,4.0,8.49e-05,139.627,Paradise,ParadiseColdplay,0.449,0.0268,0.0522,0.0833,278719.0,5.0,rock,1.0,-6.7620000000000005
891,399,0.555,4 Non Blondes,0.4970000000000001,4.0,0.0,134.369,What's Up,What's Up4 Non Blondes,0.561,0.0287,0.16,0.114,295533.0,11.0,rock,0.0,-9.734
892,403,0.619,Coldplay,0.416,4.0,3.31e-06,138.017,Viva La Vida,Viva La VidaColdplay,0.485,0.0289,0.0941,0.109,242373.0,5.0,rock,0.0,-7.115
893,408,0.865,3 Doors Down,0.5429999999999999,4.0,1.12e-05,99.01,Kryptonite,Kryptonite3 Doors Down,0.545,0.0286,0.006640000000000001,0.168,233933.0,11.0,rock,0.0,-5.707999999999998
894,409,0.8420000000000001,KISS,0.8640000000000001,4.0,7.32e-05,128.388,I Was Made For Lovin' You,I Was Made For Lovin' YouKISS,0.777,0.04,0.24,0.0775,271240.0,4.0,rock,1.0,-6.167000000000002
895,410,0.767,AC/DC,0.755,4.0,0.000513,127.361,You Shook Me All Night Long,You Shook Me All Night LongAC/DC,0.532,0.0574,0.00287,0.39,210173.0,7.0,rock,1.0,-5.509
896,413,0.5920000000000001,Snow Patrol,0.136,4.0,5.08e-05,104.016,Chasing Cars,Chasing CarsSnow Patrol,0.563,0.0276,0.209,0.132,267933.0,9.0,rock,1.0,-4.5710000000000015
897,417,0.726,XXXTentacion,0.349,4.0,0.0,139.059,Look At Me!,Look At Me!XXXTentacion,0.763,0.282,0.259,0.0976,126345.0,1.0,rock,1.0,-6.405
898,418,0.431,Niall Horan,0.86,4.0,0.0,85.889,Slow Hands,Slow HandsNiall Horan,0.726,0.0554,0.0139,0.054000000000000006,188174.0,0.0,rock,1.0,-6.666
899,427,0.905,My Chemical Romance,0.236,4.0,0.00011,96.95,Welcome To The Black Parade,Welcome To The Black ParadeMy Chemical Romance,0.217,0.0752,0.00028900000000000003,0.222,311106.0,2.0,rock,1.0,-4.103
900,433,0.988,Green Day,0.769,4.0,7.859999999999999e-05,186.113,American Idiot,American IdiotGreen Day,0.38,0.0639,2.64e-05,0.368,176346.0,1.0,rock,1.0,-2.042
901,434,0.6709999999999999,Hoobastank,0.0681,4.0,0.0,82.95200000000001,The Reason,The ReasonHoobastank,0.472,0.029,0.0129,0.159,232800.0,4.0,rock,1.0,-4.649
902,437,0.8490000000000001,Jimmy Eat World,0.903,4.0,0.0,162.15200000000004,The Middle,The MiddleJimmy Eat World,0.643,0.0526,0.0371,0.058,165853.0,2.0,rock,1.0,-5.428
903,438,0.959,Foo Fighters,0.365,4.0,0.0,172.984,The Pretender,The PretenderFoo Fighters,0.433,0.0431,0.000917,0.028,269373.0,9.0,rock,1.0,-4.04
904,439,0.748,The Police,0.6629999999999999,4.0,4.1e-06,134.114,Roxanne,RoxanneThe Police,0.618,0.358,0.0384,0.0473,191946.0,0.0,rock,1.0,-8.905
905,441,0.8140000000000001,Green Day,0.146,4.0,0.0,104.98,Wake Me Up When September Ends,Wake Me Up When September EndsGreen Day,0.546,0.0314,0.023,0.0972,285653.0,7.0,rock,1.0,-5.146
906,443,0.487,Fleetwood Mac,0.731,4.0,0.01,114.965,Everywhere,EverywhereFleetwood Mac,0.73,0.0303,0.258,0.0852,226653.0,4.0,rock,1.0,-10.991
907,447,0.826,Bee Gees,0.945,4.0,0.00629,103.564,Alive,AliveBee Gees,0.703,0.0341,0.0322,0.179,285373.0,10.0,rock,0.0,-7.1789999999999985
908,452,0.767,OneRepublic,0.38,4.0,0.0,148.024,Secrets,SecretsOneRepublic,0.515,0.0352,0.098,0.121,224693.0,2.0,rock,1.0,-6.199
909,455,0.471,Foreigner,0.423,4.0,1.76e-06,81.204,I Want To Know What Love Is,I Want To Know What Love IsForeigner,0.477,0.0277,0.193,0.131,304786.0,6.0,rock,1.0,-10.036
910,456,0.857,My Chemical Romance,0.856,4.0,0.0,111.647,Teenagers,TeenagersMy Chemical Romance,0.463,0.0632,0.0506,0.184,161920.0,4.0,rock,1.0,-3.063
911,458,0.93,Linkin Park,0.287,4.0,1.64e-06,120.119,What I've Done,What I've DoneLinkin Park,0.623,0.0324,0.0141,0.138,205613.0,5.0,rock,1.0,-5.285
912,461,0.262,Harry Styles,0.228,4.0,0.0,104.085,Sweet Creature,Sweet CreatureHarry Styles,0.4270000000000001,0.0276,0.746,0.068,224866.0,7.0,rock,1.0,-8.541
913,467,0.943,Billy Joel,0.7909999999999999,4.0,0.0,128.99200000000002,Uptown Girl,Uptown GirlBilly Joel,0.701,0.0456,0.0747,0.601,197706.0,4.0,rock,1.0,-2.986
914,470,0.867,Michael Jackson,0.915,4.0,7.98e-06,138.858,Beat It,Beat ItMichael Jackson,0.779,0.0457,0.0491,0.197,258040.0,3.0,rock,0.0,-3.704
915,473,0.534,U2,0.325,4.0,0.00104,181.305,One,OneU2,0.392,0.0369,0.245,0.155,276186.0,0.0,rock,1.0,-8.793
916,475,0.161,Fleetwood Mac,0.423,4.0,0.000223,159.375,Landslide,LandslideFleetwood Mac,0.414,0.0318,0.883,0.117,199493.0,7.0,rock,0.0,-22.32
917,482,0.853,The Rolling Stones,0.904,4.0,0.127,136.282,(I Can't Get No) Satisfaction,(I Can't Get No) SatisfactionThe Rolling Stones,0.725,0.0353,0.0348,0.196,222813.0,2.0,rock,1.0,-7.842
918,484,0.535,Scorpions,0.293,4.0,0.0,75.766,Wind Of Change,Wind Of ChangeScorpions,0.48,0.0324,0.371,0.0929,312360.0,0.0,rock,1.0,-10.232
919,488,0.7490000000000001,Sixpence None The Richer,0.421,4.0,1.76e-06,99.982,Kiss Me,Kiss MeSixpence None The Richer,0.526,0.0283,0.023,0.0692,208680.0,3.0,rock,1.0,-6.964
920,490,0.903,Bon Jovi,0.5710000000000001,4.0,1.53e-05,120.069,It's My Life,It's My LifeBon Jovi,0.537,0.0505,0.0338,0.341,224493.0,0.0,rock,0.0,-3.997
921,492,0.936,The Killers,0.234,4.0,0.0,148.112,Mr. Brightside,Mr. BrightsideThe Killers,0.33,0.0917,0.00108,0.0926,222586.0,1.0,rock,1.0,-3.66
922,494,0.8240000000000001,Fall Out Boy,0.6990000000000001,4.0,0.0,161.977,"Sugar, We're Goin' Down","Sugar, We're Goin' DownFall Out Boy",0.499,0.0794,0.00898,0.163,229093.0,7.0,rock,1.0,-4.7410000000000005
923,500,0.506,America,0.831,4.0,0.0155,123.179,A Horse With No Name,A Horse With No NameAmerica,0.654,0.0535,0.6859999999999999,0.155,252239.0,11.0,rock,0.0,-17.18
924,502,0.7170000000000001,Red Hot Chili Peppers,0.547,4.0,0.00274,88.969,Scar Tissue,Scar TissueRed Hot Chili Peppers,0.595,0.0295,0.0779,0.108,215906.0,0.0,rock,1.0,-4.803
925,503,0.774,Creedence Clearwater Revival,0.942,4.0,4.87e-06,178.946,Bad Moon Rising,Bad Moon RisingCreedence Clearwater Revival,0.508,0.0321,0.0586,0.063,141600.0,2.0,rock,1.0,-5.973
926,508,0.905,The Offspring,0.598,4.0,0.0,126.12,"You're Gonna Go Far, Kid","You're Gonna Go Far, KidThe Offspring",0.546,0.0671,0.00511,0.211,177826.0,0.0,rock,1.0,-3.103
927,509,0.607,The Beatles,0.532,4.0,1.3800000000000003e-05,147.207,Hey Jude,Hey JudeThe Beatles,0.386,0.0261,0.0112,0.08800000000000001,425653.0,10.0,rock,1.0,-7.7
928,514,0.7290000000000001,John Mayer,0.687,4.0,0.0489,94.01,Your Body Is A Wonderland,Your Body Is A WonderlandJohn Mayer,0.647,0.0236,0.0206,0.134,249626.0,5.0,rock,1.0,-6.251
929,516,0.932,Led Zeppelin,0.619,4.0,0.16899999999999998,112.937,Immigrant Song,Immigrant SongLed Zeppelin,0.564,0.0554,0.013,0.349,146250.0,11.0,rock,1.0,-10.068
